比赛id,上半场是否有进球,主队上半场得分,客队上半场得分,是否推荐场次,主队近期比赛数,主队近期总得分,主队近期总失分,主队近期上半场总得分,主队近期上半场总失分,主队30天内比赛数,主队30天内总得分,主队30天内总失分,主队30天内上半场总得分,主队30天内上半场总失分,客队近期比赛数,客队近期总得分,客队近期总失分,客队近期上半场总得分,客队近期上半场总失分,客队30天内比赛数,客队30天内总得分,客队30天内总失分,客队30天内上半场总得分,客队30天内上半场总失分
2777,1,0,1,1,3,8,2,4,0,3,8,2,4,0,1,1,1,0,1,1,1,1,0,1
2778,1,1,0,1,4,6,3,2,1,4,6,3,2,1,1,0,3,0,2,1,0,3,0,2
2780,1,2,1,1,2,2,2,2,0,2,2,2,2,0,4,3,13,2,7,4,3,13,2,7
2782,0,0,0,1,4,8,5,4,4,4,8,5,4,4,1,1,1,0,1,1,1,1,0,1
2786,1,0,2,0,1,1,0,1,0,1,1,0,1,0,1,2,3,2,1,1,2,3,2,1
2791,1,0,1,0,2,2,4,0,1,2,2,4,0,1,1,0,1,0,1,1,0,1,0,1
2791,1,0,1,0,2,2,4,0,1,2,2,4,0,1,1,0,1,0,1,1,0,1,0,1
2792,0,0,0,1,1,1,1,1,0,1,1,1,1,0,2,3,4,3,1,2,3,4,3,1
2793,0,0,0,1,1,0,4,0,1,1,0,4,0,1,1,2,0,2,0,1,2,0,2,0
2801,0,0,0,0,1,3,3,2,1,1,3,3,2,1,1,2,0,1,0,1,2,0,1,0
2801,0,0,0,0,1,3,3,2,1,1,3,3,2,1,1,2,0,1,0,1,2,0,1,0
2807,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0
2811,1,0,1,1,1,0,5,0,1,1,0,5,0,1,1,0,2,0,0,1,0,2,0,0
2816,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
2824,1,0,2,1,1,1,1,0,0,1,1,1,0,0,1,1,4,0,3,1,1,4,0,3
2826,1,0,1,1,1,0,0,0,0,1,0,0,0,0,2,5,3,2,1,2,5,3,2,1
2827,1,0,1,1,1,2,0,1,0,1,2,0,1,0,3,3,4,1,2,3,3,4,1,2
2830,1,1,1,1,1,0,4,0,2,1,0,4,0,2,2,0,4,0,1,2,0,4,0,1
2831,0,0,0,1,1,3,3,1,2,1,3,3,1,2,1,4,0,2,0,1,4,0,2,0
2833,1,1,0,1,2,3,2,0,1,2,3,2,0,1,1,0,4,0,2,1,0,4,0,2
2834,1,2,0,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1
2835,0,0,0,1,1,5,1,4,0,1,5,1,4,0,1,3,2,1,1,1,3,2,1,1
2836,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,1,2,1,2
2840,1,1,2,1,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0
2845,1,3,1,1,2,5,2,3,2,2,5,2,3,2,2,2,3,0,1,2,2,3,0,1
2846,1,1,0,1,2,4,2,3,0,2,4,2,3,0,2,2,2,2,2,2,2,2,2,2
2851,1,1,1,1,1,1,2,0,0,1,1,2,0,0,2,4,4,2,3,2,4,4,2,3
2853,1,1,2,1,1,0,4,0,1,1,0,4,0,1,1,1,4,1,2,1,1,4,1,2
2854,1,2,0,1,2,3,1,1,0,2,3,1,1,0,1,1,1,1,0,1,1,1,1,0
2855,1,1,0,1,2,3,1,1,0,2,3,1,1,0,1,4,0,1,0,1,4,0,1,0
2857,1,2,0,1,1,1,1,0,1,1,1,1,0,1,1,2,0,0,0,1,2,0,0,0
2859,1,1,1,1,1,0,2,0,0,1,0,2,0,0,2,2,2,1,1,2,2,2,1,1
2860,1,2,0,0,1,4,0,1,0,1,4,0,1,0,1,4,1,2,1,1,4,1,2,1
2862,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,2,1,2,0,1,2,1,2,0
2863,1,1,2,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
2864,0,0,0,1,1,2,0,2,0,1,2,0,2,0,2,3,4,0,4,2,3,4,0,4
2865,1,0,1,1,1,1,2,0,2,1,1,2,0,2,1,1,1,0,0,1,1,1,0,0
2866,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,3,1,2,1,1,3,1,2
2868,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,2,1,0,0
2871,1,0,1,1,2,1,4,1,3,2,1,4,1,3,2,2,1,2,0,2,2,1,2,0
2876,1,1,1,1,1,2,1,0,0,1,2,1,0,0,1,1,2,1,2,1,1,2,1,2
2892,1,1,0,0,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1
2892,1,1,0,0,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1
2894,1,2,0,1,1,0,1,0,1,1,0,1,0,1,2,2,3,0,1,2,2,3,0,1
2906,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0
2922,1,2,2,1,2,5,1,3,1,2,5,1,3,1,2,3,3,1,2,2,3,3,1,2
2923,1,1,0,0,2,2,2,0,2,2,2,2,0,2,3,5,7,2,3,3,5,7,2,3
2923,1,1,0,0,2,2,2,0,2,2,2,2,0,2,3,5,7,2,3,3,5,7,2,3
2929,1,1,1,1,1,1,0,1,0,1,1,0,1,0,2,1,3,1,2,2,1,3,1,2
2940,1,0,1,0,1,5,3,1,1,1,5,3,1,1,1,0,3,0,1,1,0,3,0,1
2946,1,1,0,1,1,1,0,0,0,1,1,0,0,0,2,3,3,1,0,2,3,3,1,0
2958,1,1,0,1,1,3,2,0,1,1,3,2,0,1,1,1,5,1,1,1,1,5,1,1
2975,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,3,0,2,0,1,3,0,2,0
2988,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,2,1,0,1,1,2,1,0
2989,0,0,0,0,2,3,2,3,0,2,3,2,3,0,1,2,3,1,2,1,2,3,1,2
2989,0,0,0,0,2,3,2,3,0,2,3,2,3,0,1,2,3,1,2,1,2,3,1,2
2993,0,0,0,1,1,2,0,2,0,1,2,0,2,0,1,0,2,0,2,1,0,2,0,2
3004,1,1,0,1,1,3,0,2,0,1,3,0,2,0,1,1,1,1,1,1,1,1,1,1
3006,1,2,0,1,1,2,0,1,0,1,2,0,1,0,1,0,8,0,4,1,0,8,0,4
3008,0,0,0,1,1,3,1,1,1,1,3,1,1,1,1,0,4,0,2,1,0,4,0,2
3010,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,1,3,0,2,0
3023,1,3,0,1,2,5,5,2,1,2,5,5,2,1,1,1,1,1,0,1,1,1,1,0
3028,0,0,0,1,2,3,4,3,2,2,3,4,3,2,1,2,0,1,0,1,2,0,1,0
3040,0,0,0,1,1,1,2,1,1,1,1,2,1,1,1,1,0,0,0,1,1,0,0,0
3050,1,0,1,1,1,0,1,0,1,1,0,1,0,1,2,3,2,2,1,2,3,2,2,1
3058,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3070,0,0,0,0,1,2,0,1,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0
3070,0,0,0,0,1,2,0,1,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0
3072,1,0,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,0,1,1,1,1,0
3076,1,1,0,1,1,2,2,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,0,1
3077,0,0,0,0,1,4,3,0,3,1,4,3,0,3,1,0,0,0,0,1,0,0,0,0
3077,0,0,0,0,1,4,3,0,3,1,4,3,0,3,1,0,0,0,0,1,0,0,0,0
3078,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,2,1,0,1,1,2,1,0,1
3078,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,2,1,0,1,1,2,1,0,1
3081,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,3,4,3,0,1,3,4,3,0
3092,0,0,0,1,1,3,3,1,2,1,3,3,1,2,1,0,2,0,1,1,0,2,0,1
3112,1,1,2,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0
3113,1,0,1,1,2,1,2,1,2,2,1,2,1,2,1,4,0,1,0,1,4,0,1,0
3122,1,1,0,1,1,5,0,1,0,1,5,0,1,0,1,1,1,1,0,1,1,1,1,0
3129,0,0,0,1,2,4,1,3,1,2,4,1,3,1,1,1,0,0,0,1,1,0,0,0
3133,1,1,0,1,4,9,9,4,4,4,9,9,4,4,1,1,2,0,0,1,1,2,0,0
3135,0,0,0,0,4,9,5,4,2,4,9,5,4,2,3,14,4,6,2,3,14,4,6,2
3135,0,0,0,0,4,9,5,4,2,4,9,5,4,2,3,14,4,6,2,3,14,4,6,2
3136,1,2,1,1,2,1,3,1,2,2,1,3,1,2,4,10,2,5,2,4,10,2,5,2
3143,1,3,1,1,3,7,1,4,1,3,7,1,4,1,2,1,2,0,1,2,1,2,0,1
3145,1,2,0,1,3,5,5,2,1,3,5,5,2,1,2,2,5,2,1,2,2,5,2,1
3146,1,1,2,1,2,3,3,1,1,2,3,3,1,1,1,2,2,0,2,1,2,2,0,2
3147,1,0,3,1,1,1,1,1,0,1,1,1,1,0,2,4,1,1,0,2,4,1,1,0
3149,1,1,0,1,2,4,3,3,0,2,4,3,3,0,1,2,2,1,0,1,2,2,1,0
3150,0,0,0,1,3,6,2,3,1,3,6,2,3,1,1,0,3,0,0,1,0,3,0,0
3152,0,0,0,1,1,2,2,2,0,1,2,2,2,0,2,2,4,1,1,2,2,4,1,1
3153,0,0,0,1,2,6,0,1,0,2,6,0,1,0,3,8,3,2,2,3,8,3,2,2
3155,0,0,0,0,1,2,1,0,1,1,2,1,0,1,2,1,0,0,0,2,1,0,0,0
3155,0,0,0,0,1,2,1,0,1,1,2,1,0,1,2,1,0,0,0,2,1,0,0,0
3156,1,0,1,0,1,0,3,0,0,1,0,3,0,0,1,1,2,1,0,1,1,2,1,0
3156,1,0,1,0,1,0,3,0,0,1,0,3,0,0,1,1,2,1,0,1,1,2,1,0
3158,1,1,2,1,1,2,1,0,1,1,2,1,0,1,2,2,3,1,0,2,2,3,1,0
3160,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0
3161,1,1,1,1,1,1,2,0,1,1,1,2,0,1,1,2,0,0,0,1,2,0,0,0
3162,1,1,1,1,2,3,8,0,3,2,3,8,0,3,1,1,0,1,0,1,1,0,1,0
3169,1,4,1,1,1,0,1,0,0,1,0,1,0,0,1,2,1,2,1,1,2,1,2,1
3185,1,0,1,1,1,2,1,1,0,1,2,1,1,0,1,0,1,0,0,1,0,1,0,0
3186,1,1,1,1,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,1,0,1
3188,1,1,0,0,1,0,1,0,0,1,0,1,0,0,2,1,1,0,0,2,1,1,0,0
3190,1,1,0,1,1,1,2,0,1,1,1,2,0,1,1,1,0,0,0,1,1,0,0,0
3193,1,0,1,1,1,2,5,1,2,1,2,5,1,2,2,3,1,2,0,2,3,1,2,0
3194,1,1,0,0,2,5,2,0,2,2,5,2,0,2,1,1,3,0,1,1,1,3,0,1
3194,1,1,0,0,2,5,2,0,2,2,5,2,0,2,1,1,3,0,1,1,1,3,0,1
3198,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2,3,4,1,2,2,3,4,1,2
3200,1,0,1,1,1,2,2,1,2,1,2,2,1,2,2,0,5,0,1,2,0,5,0,1
3201,1,2,1,1,3,4,3,1,2,3,4,3,1,2,3,3,5,2,2,3,3,5,2,2
3202,0,0,0,1,2,3,2,2,1,2,3,2,2,1,2,4,0,1,0,2,4,0,1,0
3203,1,2,0,0,2,0,2,0,1,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0
3204,0,0,0,1,2,3,2,1,1,2,3,2,1,1,3,3,4,1,1,3,3,4,1,1
3205,1,1,0,1,3,5,3,0,3,3,5,3,0,3,2,2,3,1,2,2,2,3,1,2
3206,1,0,1,1,3,7,1,4,0,3,7,1,4,0,4,5,3,3,0,4,5,3,3,0
3207,1,1,2,1,4,9,1,1,1,4,9,1,1,1,2,1,4,0,1,2,1,4,0,1
3213,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0
3214,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,2,0,1,1,1,2,0,1
3215,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
3216,1,1,0,1,1,3,0,1,0,1,3,0,1,0,1,0,3,0,3,1,0,3,0,3
3218,1,1,1,1,2,3,2,3,2,2,3,2,3,2,1,1,1,0,1,1,1,1,0,1
3219,0,0,0,1,1,0,3,0,1,1,0,3,0,1,2,5,3,1,3,2,5,3,1,3
3220,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3221,1,2,0,1,1,3,1,2,0,1,3,1,2,0,2,5,0,2,0,2,5,0,2,0
3222,1,4,0,1,1,0,4,0,0,1,0,4,0,0,1,0,1,0,0,1,0,1,0,0
3225,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,3,2,0,2,1,3,2,0,2
3227,1,1,1,1,1,1,0,0,0,1,1,0,0,0,2,4,3,1,2,2,4,3,1,2
3229,0,0,0,1,1,0,1,0,0,1,0,1,0,0,2,2,1,2,0,2,2,1,2,0
3230,1,0,1,1,2,3,1,0,1,2,3,1,0,1,1,2,1,1,0,1,2,1,1,0
3234,1,2,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3242,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,2,1,1,1,1,2,1,1
3255,1,2,2,1,1,1,0,1,0,1,1,0,1,0,2,3,5,1,3,2,3,5,1,3
3258,1,0,1,1,1,2,0,1,0,1,2,0,1,0,2,4,5,4,2,2,4,5,4,2
3276,1,1,0,1,1,0,2,0,1,1,0,2,0,1,1,3,2,2,1,1,3,2,2,1
3281,1,1,0,1,2,2,3,1,1,2,2,3,1,1,2,5,3,3,1,2,5,3,3,1
3282,0,0,0,1,2,2,6,0,2,2,2,6,0,2,2,0,5,0,1,2,0,5,0,1
3283,1,1,0,1,2,4,3,2,2,2,4,3,2,2,2,1,3,0,2,2,1,3,0,2
3286,1,2,0,1,1,2,1,1,0,1,2,1,1,0,1,0,3,0,0,1,0,3,0,0
3287,1,2,0,1,1,1,1,0,0,1,1,1,0,0,1,0,2,0,0,1,0,2,0,0
3293,0,0,0,1,2,3,4,1,3,2,3,4,1,3,2,0,0,0,0,2,0,0,0,0
3300,0,0,0,1,2,1,0,1,0,2,1,0,1,0,1,2,4,2,3,1,2,4,2,3
3302,0,0,0,1,1,2,1,1,1,1,2,1,1,1,1,6,2,4,1,1,6,2,4,1
3320,0,0,0,0,1,1,2,0,1,1,1,2,0,1,2,1,2,1,0,2,1,2,1,0
3320,0,0,0,0,1,1,2,0,1,1,1,2,0,1,2,1,2,1,0,2,1,2,1,0
3331,1,1,0,1,2,4,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1
3338,0,0,0,1,1,2,2,0,0,1,2,2,0,0,1,2,1,1,0,1,2,1,1,0
3366,0,0,0,1,1,2,0,1,0,1,2,0,1,0,1,2,2,0,0,1,2,2,0,0
3378,1,2,0,0,3,1,3,1,1,3,1,3,1,1,3,4,1,1,0,3,4,1,1,0
3378,1,2,0,0,3,1,3,1,1,3,1,3,1,1,3,4,1,1,0,3,4,1,1,0
3388,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
3422,1,1,0,1,2,4,2,3,1,2,4,2,3,1,1,2,0,1,0,1,2,0,1,0
3445,0,0,0,1,1,1,4,1,2,1,1,4,1,2,1,1,4,0,4,1,1,4,0,4
3450,1,3,0,1,1,2,2,1,1,1,2,2,1,1,1,0,1,0,0,1,0,1,0,0
3462,0,0,0,1,3,4,1,2,1,3,4,1,2,1,4,6,5,3,1,4,6,5,3,1
3474,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
3476,1,1,2,1,2,3,2,1,1,2,3,2,1,1,1,0,0,0,0,1,0,0,0,0
3577,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,3,0,1
3582,0,0,0,1,1,0,2,0,1,1,0,2,0,1,1,1,2,1,0,1,1,2,1,0
3584,0,0,0,1,1,2,3,1,1,1,2,3,1,1,2,6,4,3,3,2,6,4,3,3
3601,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,4,0,2,1,0,4,0,2
3601,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,4,0,2,1,0,4,0,2
3606,1,1,0,1,1,2,0,1,0,1,2,0,1,0,1,0,3,0,2,1,0,3,0,2
3609,0,0,0,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1
3613,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,3,1,1,1,1,3,1,1
3648,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,3,0,1,1,1,3,0,1
3653,1,0,1,1,3,3,5,1,2,3,3,5,1,2,2,2,6,0,2,2,2,6,0,2
3654,1,1,2,1,2,4,2,2,0,2,4,2,2,0,2,7,2,4,0,2,7,2,4,0
3655,1,0,1,1,2,1,5,0,3,2,1,5,0,3,3,1,2,1,1,3,1,2,1,1
3656,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1
3657,1,1,0,1,2,6,5,2,3,2,6,5,2,3,2,1,7,1,3,2,1,7,1,3
3663,0,0,0,1,2,1,2,1,1,2,1,2,1,1,3,1,3,1,1,3,1,3,1,1
3666,1,0,1,1,3,5,4,0,1,3,5,4,0,1,1,1,2,0,1,1,1,2,0,1
3667,1,1,0,0,1,4,2,1,1,1,4,2,1,1,1,0,1,0,1,1,0,1,0,1
3667,1,1,0,0,1,4,2,1,1,1,4,2,1,1,1,0,1,0,1,1,0,1,0,1
3668,0,0,0,1,3,1,3,0,1,3,1,3,0,1,1,2,0,1,0,1,2,0,1,0
3669,1,0,2,1,2,4,4,2,0,2,4,4,2,0,4,5,4,1,2,4,5,4,1,2
3670,1,2,0,1,1,3,1,1,1,1,3,1,1,1,2,6,0,3,0,2,6,0,3,0
3676,0,0,0,1,2,5,1,1,0,2,5,1,1,0,2,3,0,1,0,2,3,0,1,0
3678,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2,8,2,6,0,2,8,2,6,0
3680,1,0,1,1,1,0,0,0,0,1,0,0,0,0,2,2,2,0,2,2,2,2,0,2
3681,1,2,0,1,2,4,2,4,1,2,4,2,4,1,1,3,1,1,1,1,3,1,1,1
3687,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,3,2,3,2,1,3,2,3,2
3691,1,2,0,1,1,1,1,0,1,1,1,1,0,1,2,1,1,0,0,2,1,1,0,0
3695,1,0,1,1,1,3,1,1,0,1,3,1,1,0,1,1,3,0,2,1,1,3,0,2
3696,1,2,0,1,1,1,4,0,1,1,1,4,0,1,1,1,1,0,0,1,1,1,0,0
3698,0,0,0,1,1,3,1,2,0,1,3,1,2,0,1,0,0,0,0,1,0,0,0,0
3699,1,0,3,1,2,3,3,0,2,2,3,3,0,2,3,5,4,2,1,3,5,4,2,1
3700,0,0,0,1,3,2,5,1,2,3,2,5,1,2,2,1,4,0,1,2,1,4,0,1
3701,1,0,1,1,2,1,3,1,2,2,1,3,1,2,2,3,4,1,2,2,3,4,1,2
3702,0,0,0,1,2,6,0,2,0,2,6,0,2,0,3,2,3,1,2,3,2,3,1,2
3703,1,0,1,1,3,4,5,1,2,3,4,5,1,2,3,8,2,3,0,3,8,2,3,0
3704,1,1,1,0,2,3,1,2,1,2,3,1,2,1,2,2,4,1,1,2,2,4,1,1
3705,0,0,0,1,3,4,2,1,1,3,4,2,1,1,4,9,7,4,0,4,9,7,4,0
3706,0,0,0,1,2,1,1,1,0,2,1,1,1,0,1,3,2,2,1,1,3,2,2,1
3711,1,1,0,0,4,10,7,2,1,4,10,7,2,1,4,11,7,3,4,4,11,7,3,4
3711,1,1,0,0,4,10,7,2,1,4,10,7,2,1,4,11,7,3,4,4,11,7,3,4
3713,0,0,0,1,3,5,1,1,0,3,5,1,1,0,3,7,6,3,2,3,7,6,3,2
3714,0,0,0,1,2,4,5,2,3,2,4,5,2,3,2,2,5,1,3,2,2,5,1,3
3715,1,1,3,1,1,2,1,2,0,1,2,1,2,0,4,8,7,4,1,4,8,7,4,1
3716,0,0,0,1,3,8,2,4,0,3,8,2,4,0,4,10,9,2,4,4,10,9,2,4
3718,1,1,0,1,3,3,4,3,1,3,3,4,3,1,3,4,6,1,1,3,4,6,1,1
3719,1,4,0,1,2,4,2,3,1,2,4,2,3,1,2,5,2,2,2,2,5,2,2,2
3720,1,1,2,1,2,2,1,2,0,2,2,1,2,0,1,0,5,0,2,1,0,5,0,2
3721,1,3,0,1,2,3,1,3,0,2,3,1,3,0,3,4,4,2,1,3,4,4,2,1
3722,1,1,1,1,3,6,5,3,2,3,6,5,3,2,3,3,6,0,2,3,3,6,0,2
3723,1,1,0,1,4,9,4,2,2,4,9,4,2,2,2,4,3,1,0,2,4,3,1,0
3724,1,2,2,1,1,2,1,0,1,1,2,1,0,1,4,7,2,3,1,4,7,2,3,1
3725,1,0,1,1,1,1,3,0,0,1,1,3,0,0,3,5,5,4,0,3,5,5,4,0
3727,1,2,0,1,3,4,8,2,3,3,4,8,2,3,3,7,1,1,0,3,7,1,1,0
3728,0,0,0,0,3,4,4,1,1,3,4,4,1,1,3,6,5,2,3,2,5,4,2,2
3730,1,2,1,1,3,3,6,1,3,2,2,4,1,2,3,2,5,1,3,3,2,5,1,3
3731,1,1,0,1,5,10,5,4,1,4,8,4,3,1,2,2,0,1,0,2,2,0,1,0
3732,1,2,0,1,1,0,0,0,0,1,0,0,0,0,5,11,3,2,3,4,10,3,2,3
3733,0,0,0,0,3,4,5,2,2,3,4,5,2,2,3,2,3,2,1,3,2,3,2,1
3735,1,1,1,0,3,4,1,1,0,2,2,1,1,0,6,12,5,3,4,5,12,5,3,4
3736,1,1,0,1,6,7,4,5,0,5,7,4,5,0,5,8,4,4,3,4,7,3,3,2
3737,1,1,0,1,2,1,0,1,0,2,1,0,1,0,2,4,4,2,0,2,4,4,2,0
3739,1,0,1,1,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0,2,1,2,0,0
3742,1,1,0,1,2,1,6,0,2,2,1,6,0,2,2,2,8,1,3,2,2,8,1,3
3743,0,0,0,1,1,3,0,1,0,1,3,0,1,0,4,10,6,4,3,4,10,6,4,3
3744,1,0,1,1,1,0,3,0,1,1,0,3,0,1,2,3,0,1,0,2,3,0,1,0
3745,1,0,2,1,4,8,2,4,1,4,8,2,4,1,3,3,1,1,1,3,3,1,1,1
3747,1,0,1,0,4,2,7,1,2,4,2,7,1,2,4,7,10,4,4,3,5,9,3,4
3749,1,1,0,1,2,5,2,2,1,2,5,2,2,1,3,2,3,1,1,3,2,3,1,1
3751,1,1,0,1,2,2,4,0,2,2,2,4,0,2,3,2,2,0,1,3,2,2,0,1
3753,0,0,0,1,1,1,3,0,0,1,1,3,0,0,2,0,3,0,1,2,0,3,0,1
3754,1,1,1,1,5,14,9,8,6,5,14,9,8,6,5,11,3,5,1,5,11,3,5,1
3755,1,0,2,1,5,3,6,3,3,5,3,6,3,3,5,7,7,3,2,5,7,7,3,2
3756,0,0,0,0,4,0,3,0,3,3,0,3,0,3,3,5,3,4,1,3,5,3,4,1
3757,1,1,0,1,4,4,8,2,2,3,4,7,2,2,3,2,4,0,3,3,2,4,0,3
3758,1,1,0,1,4,4,5,2,3,4,4,5,2,3,4,8,5,0,2,4,8,5,0,2
3759,1,1,4,1,6,12,4,5,1,6,12,4,5,1,6,17,10,9,7,5,14,7,8,5
3760,0,0,0,1,6,3,9,3,5,5,3,7,3,4,6,12,6,6,2,5,9,5,5,2
3761,1,1,0,1,2,3,3,0,0,2,3,3,0,0,4,4,4,4,1,4,4,4,4,1
3762,0,0,0,1,3,3,2,0,1,3,3,2,0,1,3,3,3,2,0,3,3,3,2,0
3764,0,0,0,1,3,8,5,2,1,3,8,5,2,1,3,6,2,6,1,3,6,2,6,1
3777,0,0,0,0,6,10,7,5,2,5,10,6,5,2,6,8,8,5,4,5,5,8,2,4
3777,0,0,0,0,6,10,7,5,2,5,10,6,5,2,6,8,8,5,4,5,5,8,2,4
3780,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,4,2,1,1,1,4,2,1,1
3781,0,0,0,1,1,1,2,1,2,1,1,2,1,2,3,5,6,2,2,3,5,6,2,2
3782,1,0,1,1,2,6,3,1,2,2,6,3,1,2,1,2,1,0,0,1,2,1,0,0
3788,1,1,0,1,3,1,6,0,3,3,1,6,0,3,4,9,4,4,2,4,9,4,4,2
3789,1,0,1,1,2,1,5,0,1,2,1,5,0,1,3,4,3,1,0,3,4,3,1,0
3791,1,0,1,0,2,5,3,2,0,2,5,3,2,0,2,4,1,3,0,2,4,1,3,0
3792,1,1,0,1,1,3,0,0,0,1,3,0,0,0,3,11,5,6,4,3,11,5,6,4
3793,1,1,0,0,2,2,5,0,2,2,2,5,0,2,2,1,2,1,1,2,1,2,1,1
3793,1,1,0,0,2,2,5,0,2,2,2,5,0,2,2,1,2,1,1,2,1,2,1,1
3794,0,0,0,0,3,3,3,3,0,3,3,3,3,0,2,6,2,2,1,2,6,2,2,1
3794,0,0,0,0,3,3,3,3,0,3,3,3,3,0,2,6,2,2,1,2,6,2,2,1
3795,0,0,0,1,3,8,7,5,2,3,8,7,5,2,3,1,6,1,3,3,1,6,1,3
3796,1,1,0,1,2,5,1,1,1,2,5,1,1,1,2,1,1,1,1,2,1,1,1,1
3798,1,1,0,0,2,1,4,0,1,2,1,4,0,1,1,1,2,0,1,1,1,2,0,1
3798,1,1,0,0,2,1,4,0,1,2,1,4,0,1,1,1,2,0,1,1,1,2,0,1
3799,1,1,2,1,2,3,1,1,1,2,3,1,1,1,3,3,8,2,4,3,3,8,2,4
3800,1,1,1,1,3,6,4,3,3,3,6,4,3,3,2,6,2,1,1,2,6,2,1,1
3801,1,1,1,1,1,1,0,0,0,1,1,0,0,0,2,6,2,3,2,2,6,2,3,2
3802,1,1,1,1,2,5,2,1,1,2,5,2,1,1,3,10,5,5,3,3,10,5,5,3
3803,1,1,0,1,3,7,2,2,1,3,7,2,2,1,2,2,2,1,0,2,2,2,1,0
3804,0,0,0,1,2,4,3,2,1,2,4,3,2,1,2,2,3,0,3,2,2,3,0,3
3805,1,2,0,1,3,6,2,4,2,3,6,2,4,2,2,4,3,2,1,2,4,3,2,1
3806,1,1,3,1,3,7,2,3,0,3,7,2,3,0,3,2,3,0,0,3,2,3,0,0
3808,1,1,0,1,2,1,7,0,3,2,1,7,0,3,2,1,4,1,3,2,1,4,1,3
3809,0,0,0,0,4,6,4,5,3,4,6,4,5,3,2,4,1,3,0,2,4,1,3,0
3809,0,0,0,0,4,6,4,5,3,4,6,4,5,3,2,4,1,3,0,2,4,1,3,0
3810,0,0,0,1,2,2,3,1,2,2,2,3,1,2,2,1,0,1,0,2,1,0,1,0
3811,1,1,0,1,2,3,0,2,0,2,3,0,2,0,2,6,2,4,0,2,6,2,4,0
3812,1,0,1,1,2,8,0,5,0,2,8,0,5,0,1,0,1,0,1,1,0,1,0,1
3813,1,0,1,1,2,1,3,1,1,2,1,3,1,1,1,1,0,1,0,1,1,0,1,0
