比赛id,上半场是否有进球,主队上半场得分,客队上半场得分,是否推荐场次,主队近期比赛数,主队近期总得分,主队近期总失分,主队近期上半场总得分,主队近期上半场总失分,主队30天内比赛数,主队30天内总得分,主队30天内总失分,主队30天内上半场总得分,主队30天内上半场总失分,客队近期比赛数,客队近期总得分,客队近期总失分,客队近期上半场总得分,客队近期上半场总失分,客队30天内比赛数,客队30天内总得分,客队30天内总失分,客队30天内上半场总得分,客队30天内上半场总失分,上半场进球系数
22031,1,1,0,1,10,15,11,6,4,3,6,4,3,1,12,12,9,5,6,4,1,2,0,0,1.813462
22032,1,1,1,1,4,5,2,1,0,2,3,2,1,0,8,15,4,3,1,3,5,2,0,1,0.872727
22033,0,0,0,1,7,9,12,5,2,3,5,4,3,0,6,10,17,4,6,3,4,10,3,4,2.942222
22034,1,0,1,1,7,12,14,4,7,4,6,9,1,5,8,14,14,8,9,4,9,6,4,4,3.484848
22036,1,1,2,1,6,10,6,7,3,3,8,3,5,2,13,23,14,12,5,5,13,4,9,1,3.711111
22037,1,1,0,1,4,5,5,2,3,2,3,4,1,2,2,1,1,1,1,2,1,1,1,1,2.266667
22038,1,1,1,1,5,8,1,4,1,2,4,0,2,0,3,1,4,0,3,2,1,1,0,1,1.782857
22039,1,0,1,1,6,7,11,6,4,3,2,4,1,2,6,11,8,6,7,2,2,3,2,2,3.566667
22040,0,0,0,1,4,10,4,6,1,2,2,2,2,1,7,11,5,5,2,3,5,2,2,1,2.946667
22041,0,0,0,1,8,12,1,4,1,3,3,0,1,0,4,4,6,2,2,2,1,2,0,1,1.418182
22042,0,0,0,1,10,11,11,6,6,6,6,6,2,3,6,10,10,3,3,1,1,1,0,0,1.907143
22043,0,0,0,1,7,6,12,2,7,3,2,4,2,2,5,9,6,3,1,2,0,3,0,0,1.828571
22044,1,1,0,1,2,1,3,1,1,1,1,2,1,1,2,2,4,0,2,1,1,4,0,2,2.400000
22045,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,3.333333
22046,1,0,1,1,1,4,1,0,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,2.800000
22047,0,0,0,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,3.200000
22048,1,0,2,1,12,10,18,3,6,3,3,7,1,2,14,16,14,7,6,3,1,3,1,1,1.640784
22049,1,2,0,1,11,9,14,4,3,3,3,6,2,1,8,6,10,2,6,4,0,4,0,4,1.609524
22050,0,0,0,1,12,9,11,3,5,4,4,1,1,1,10,6,11,2,4,4,4,5,2,2,1.285714
22051,0,0,0,1,13,12,15,5,6,4,3,6,1,2,10,13,11,3,2,3,5,6,1,0,1.292308
22052,1,0,3,1,13,12,16,6,8,4,6,4,3,1,14,26,21,15,8,3,7,4,2,0,2.635294
22053,1,1,0,0,12,24,10,10,6,4,5,4,0,1,7,9,5,2,2,3,6,2,2,1,1.820000
22054,1,1,0,1,11,10,16,4,7,4,4,5,0,3,11,14,14,7,9,4,7,5,4,3,2.373333
22055,1,1,0,1,12,16,11,8,3,3,5,4,3,1,10,10,9,3,3,4,2,3,0,1,1.579048
22056,1,1,0,1,8,9,6,5,1,2,1,1,1,0,10,9,15,4,7,3,3,4,2,2,1.907692
22057,1,0,2,1,13,20,14,5,10,3,3,1,0,1,16,27,15,18,4,5,5,6,3,1,2.315476
22059,1,0,1,1,12,7,34,4,13,4,2,11,1,4,9,12,12,5,5,3,4,4,0,0,2.058333
22060,1,0,1,1,10,10,3,8,2,3,3,1,3,1,10,13,11,4,6,4,4,7,1,4,2.200000
22061,0,0,0,1,10,18,11,5,3,4,9,7,3,3,10,11,13,4,7,2,4,1,2,0,2.095238
22071,1,1,0,1,5,4,8,3,6,3,2,5,1,3,4,6,3,3,1,3,4,3,2,1,2.585714
22072,1,0,1,1,9,9,7,4,5,3,4,3,0,1,6,7,7,2,2,4,5,6,1,2,1.480000
22073,0,0,0,1,5,8,4,3,3,4,8,3,3,2,4,2,6,1,2,4,2,6,1,2,1.944444
22074,1,2,0,1,8,10,11,4,4,7,10,10,4,4,7,5,5,5,3,3,2,2,2,1,2.226667
22075,0,0,0,1,5,4,4,1,2,4,3,3,1,2,4,3,2,0,0,3,3,2,0,0,0.622222
22076,0,0,0,1,6,5,10,3,5,3,1,5,0,3,5,10,2,5,1,4,8,2,3,1,2.355556
22077,1,0,1,1,6,5,5,3,3,4,2,3,1,1,7,5,9,2,3,5,5,5,2,1,1.466667
22078,0,0,0,1,7,6,12,3,8,4,3,7,2,5,7,5,11,4,8,4,3,6,2,4,3.018182
22079,0,0,0,1,8,12,21,4,9,3,5,12,1,4,7,13,13,5,4,5,11,9,4,2,2.790909
22080,1,0,2,1,4,4,8,2,4,3,4,6,2,2,11,20,8,7,2,6,13,4,3,1,2.218487
22081,1,1,0,1,9,29,8,17,4,5,15,4,9,3,8,12,9,5,1,3,4,2,3,0,3.574026
22082,1,1,0,1,6,7,9,2,7,4,5,8,1,6,5,7,11,4,8,3,3,9,1,7,3.650000
22083,1,0,2,1,5,4,9,0,5,4,4,6,0,4,13,20,17,9,10,4,7,5,1,3,2.117647
22084,1,0,1,1,5,7,3,3,0,4,3,2,3,0,9,9,18,3,6,6,3,15,2,4,1.733333
22085,1,1,0,1,7,6,11,2,7,5,4,6,1,4,6,7,13,2,5,3,3,8,1,2,2.055556
22086,1,1,1,1,7,12,8,8,2,4,5,8,5,2,6,19,6,8,2,4,18,2,8,1,3.869091
22087,1,0,1,1,8,3,17,2,8,3,2,9,2,4,7,8,13,0,9,3,2,5,0,4,2.349091
22088,1,0,1,1,8,11,7,6,4,4,3,3,2,1,12,11,22,4,7,4,3,11,1,5,2.108333
22089,1,2,0,1,12,13,20,5,9,4,6,2,4,0,7,1,12,0,7,3,1,3,0,1,1.765000
22090,1,0,2,1,6,6,7,2,3,3,3,5,1,1,18,43,11,18,5,5,13,2,7,1,2.268599
22091,1,1,1,1,15,26,14,16,7,3,5,4,3,3,6,13,5,5,2,3,4,3,2,1,2.911111
22092,1,0,1,1,3,10,2,5,0,3,10,2,5,0,3,5,5,2,3,2,3,3,2,2,3.760000
22093,1,0,1,1,3,7,0,3,0,2,4,0,1,0,4,10,6,4,4,3,5,4,3,2,2.845714
22094,1,1,1,1,5,9,14,7,6,3,5,10,3,4,3,9,7,7,3,2,5,6,4,3,6.100000
22095,1,0,3,1,2,3,4,1,2,2,3,4,1,2,4,5,9,4,4,3,4,9,3,4,3.514286
22096,1,2,2,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,2.000000
22097,1,1,0,1,2,2,4,1,1,1,1,3,1,1,1,0,1,0,1,1,0,1,0,1,2.133333
22098,0,0,0,1,1,1,1,1,0,1,1,1,1,0,2,1,1,0,1,1,1,1,0,1,1.733333
22101,1,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,1,0,1,1,0,1,0,1,1.733333
22103,1,2,0,1,6,3,11,1,4,2,0,6,0,2,5,5,4,0,3,2,1,2,0,1,1.207143
22104,0,0,0,1,4,2,6,2,1,1,1,0,1,0,7,13,9,8,5,3,5,2,4,1,2.800000
22105,1,2,0,1,5,7,8,6,5,2,3,5,3,3,6,5,13,3,4,2,2,5,2,1,3.707143
22106,1,1,0,1,9,7,14,3,7,2,0,4,0,0,6,7,9,1,6,2,4,2,0,2,1.786364
22107,1,1,1,1,9,12,4,7,1,2,5,1,3,0,9,16,7,6,3,3,7,0,1,0,2.063636
22108,1,0,3,1,10,15,13,7,5,5,5,8,2,3,10,14,5,6,4,4,5,0,2,0,2.060952
22109,1,0,1,1,5,4,6,1,4,2,3,3,1,2,7,9,4,4,3,3,3,3,1,2,2.028571
22110,1,0,1,1,3,5,3,4,1,2,3,1,3,1,4,9,10,3,5,2,9,2,3,2,4.133333
22111,1,1,1,1,2,1,4,1,3,2,1,4,1,3,3,6,7,1,3,3,6,7,1,3,3.000000
22112,1,0,2,1,5,12,9,6,2,3,8,4,3,1,4,8,5,3,4,3,6,2,2,1,3.078571
22113,1,1,1,1,2,1,5,0,1,2,1,5,0,1,3,4,4,3,3,3,4,4,3,3,2.400000
22114,1,0,1,1,5,5,13,2,9,3,2,8,1,5,5,5,6,3,5,3,3,3,2,3,3.400000
22115,0,0,0,0,7,7,11,2,6,5,7,7,2,4,10,11,10,5,3,5,3,3,0,2,1.733333
22116,0,0,0,1,8,11,5,4,2,4,7,3,3,0,9,16,15,8,4,5,8,6,5,1,2.233333
22117,0,0,0,0,10,14,7,6,4,6,6,1,3,1,6,4,20,1,7,5,2,16,1,5,2.015909
22118,0,0,0,1,6,5,2,2,1,5,4,1,1,0,13,11,20,3,7,7,4,7,0,2,0.940000
22119,1,1,1,1,9,6,6,1,1,6,4,4,0,1,12,23,9,7,6,6,8,7,3,4,1.297778
22120,0,0,0,1,12,15,14,7,4,6,6,9,4,3,6,4,6,1,1,4,4,3,1,0,1.364444
22121,1,0,1,1,5,3,8,1,3,4,3,7,1,3,6,11,8,4,3,3,6,4,3,1,2.088889
22122,1,1,1,1,6,7,8,4,3,4,6,7,4,3,7,8,11,2,4,4,6,5,1,2,2.203636
22123,1,2,0,1,11,15,12,3,3,7,9,8,2,2,6,4,2,3,1,5,3,2,2,1,1.246465
22124,0,0,0,1,7,11,7,4,3,4,5,5,2,2,5,4,7,1,2,4,3,6,1,2,1.640404
22125,1,0,2,1,5,3,5,2,1,3,2,3,1,1,5,8,11,4,6,4,5,10,2,6,2.516667
22126,1,1,0,1,8,12,9,5,5,4,7,4,2,3,6,9,7,3,2,4,6,4,3,0,2.113333
22127,1,1,0,1,8,14,12,7,5,5,12,7,5,3,6,2,6,0,4,3,1,1,0,1,2.044444
22128,1,1,1,1,11,14,8,6,1,5,5,2,2,0,6,11,7,5,0,5,9,7,4,0,1.631818
22129,1,1,1,1,14,12,36,6,17,5,4,12,4,7,13,19,15,7,9,5,6,10,4,7,3.086550
22130,1,0,1,1,15,12,21,6,12,6,10,12,4,7,14,15,18,2,8,4,7,4,0,1,1.828571
22131,1,1,2,1,19,31,32,16,15,6,16,8,9,5,15,32,11,17,7,6,17,6,9,4,3.744762
22132,0,0,0,1,15,15,19,8,9,5,4,12,3,6,14,15,27,7,9,6,6,11,3,3,2.340000
22133,0,0,0,1,14,19,15,6,3,6,10,6,3,0,12,10,22,5,9,4,3,7,1,3,1.710000
22134,0,0,0,1,15,17,19,8,6,5,7,7,4,2,18,34,13,15,5,6,10,5,3,2,2.173333
22135,1,2,0,1,15,29,12,13,5,5,8,5,5,1,15,21,9,6,4,6,6,4,1,2,1.948571
22136,0,0,0,1,7,4,8,1,3,4,4,4,1,1,6,5,4,5,1,3,2,3,2,1,1.620202
22137,1,1,0,1,5,1,4,0,3,3,0,1,0,0,8,9,13,5,6,3,4,4,1,3,1.609091
22138,1,0,1,1,8,10,6,5,5,4,4,4,1,4,8,9,8,4,1,3,7,3,3,1,2.109091
22139,1,4,0,1,14,27,5,9,3,5,11,1,4,1,7,7,13,2,7,3,4,7,2,2,2.189474
22140,0,0,0,1,6,9,12,4,5,3,5,6,2,3,6,5,7,0,5,2,1,2,0,1,2.111111
22141,1,1,0,1,10,10,10,2,8,3,1,6,0,4,7,15,10,11,3,3,6,5,6,2,3.363077
22142,1,0,1,1,6,3,10,2,2,3,2,6,1,1,11,17,17,10,8,4,7,3,4,2,2.320000
22143,0,0,0,0,9,12,11,6,5,4,5,3,3,2,8,13,13,7,7,2,3,3,1,2,2.941538
22144,1,0,1,1,14,21,12,10,5,5,4,5,2,1,9,7,8,6,4,3,2,4,2,1,2.143860
22145,1,1,1,1,11,14,16,5,5,4,7,8,3,2,8,8,10,3,4,3,3,3,2,1,1.922424
22146,1,1,0,1,11,16,5,7,0,4,3,3,1,0,10,14,8,5,4,3,4,1,2,0,1.532308
22147,1,0,2,1,6,8,15,2,9,3,7,6,2,3,9,13,8,5,1,4,5,5,0,1,2.184615
22148,1,0,1,1,9,6,7,2,0,4,3,0,1,0,10,3,15,1,8,3,0,3,0,0,0.861538
22149,1,2,0,1,14,17,14,8,6,4,5,7,2,2,14,16,17,8,9,5,5,6,1,4,2.138012
22150,1,0,1,1,11,10,12,5,7,3,2,1,1,0,13,18,9,8,5,4,5,4,0,2,1.808403
22151,0,0,0,1,11,16,14,8,8,3,3,4,1,3,14,20,27,10,11,4,6,5,3,2,2.844444
22152,1,0,1,1,11,15,21,7,9,4,8,13,2,6,8,13,10,7,5,3,3,4,2,2,3.010909
22153,0,0,0,1,13,9,13,5,4,4,4,2,2,1,13,16,8,11,2,4,8,2,5,2,2.047059
22154,0,0,0,1,8,13,12,4,5,4,7,7,2,3,11,13,9,6,3,4,6,2,2,1,1.986667
22155,0,0,0,1,10,15,6,7,3,3,1,2,0,0,8,17,13,7,7,3,6,3,3,2,2.576224
22156,1,1,0,0,10,8,20,2,7,3,2,3,1,2,11,22,17,8,11,4,7,4,3,2,2.404103
22157,0,0,0,1,9,10,9,5,6,4,2,3,2,2,9,9,11,6,4,3,2,4,2,1,2.271795
22158,0,0,0,1,10,10,11,2,7,4,3,4,1,1,11,10,15,4,7,4,5,2,2,2,1.674286
22159,0,0,0,1,11,14,11,7,5,4,4,4,2,2,11,15,13,5,3,4,5,5,2,0,1.813333
22160,0,0,0,1,10,17,8,10,5,4,6,5,1,4,11,15,11,6,4,3,5,2,3,0,2.457143
22161,1,1,0,1,8,9,11,3,4,3,3,5,1,3,10,8,17,3,9,3,4,3,2,3,2.145455
22163,1,0,1,1,6,9,6,4,3,4,6,4,4,3,13,16,15,8,8,5,5,9,4,6,2.862222
22164,1,1,1,1,5,7,9,3,4,4,6,7,3,3,4,4,7,2,4,1,1,2,1,1,2.942222
22166,1,1,1,1,5,5,3,3,2,2,4,2,3,1,2,1,2,0,1,1,1,0,0,0,1.638095
22169,0,0,0,1,5,7,9,5,2,2,3,3,3,1,5,6,7,4,2,4,5,6,4,1,3.047619
22170,1,1,0,1,4,6,6,2,4,2,5,3,1,2,4,12,4,7,1,2,8,4,4,1,3.866667
22171,1,0,2,1,7,7,7,5,4,3,3,4,2,2,6,6,6,4,4,3,2,4,1,3,2.608889
22172,1,3,0,1,6,5,5,2,2,2,2,1,1,1,5,8,7,5,4,2,2,4,0,3,2.407143
22173,1,1,1,1,6,6,4,1,2,3,3,2,1,1,10,16,9,5,3,2,6,3,3,1,1.600000
22174,1,1,1,1,9,11,11,5,4,2,2,5,1,1,6,24,3,9,1,1,5,0,3,0,3.189610
22175,1,1,1,1,8,6,11,2,4,3,2,5,1,2,7,9,6,1,3,4,6,4,0,2,1.236364
22176,1,1,0,1,7,6,13,1,5,3,0,2,0,1,7,8,9,2,2,3,5,5,0,0,1.000000
22177,0,0,0,1,7,10,10,4,7,4,8,5,3,4,8,9,10,7,6,2,2,4,2,1,3.203636
22178,1,1,0,1,4,2,8,0,3,4,2,8,0,3,3,5,4,2,3,1,2,0,1,0,2.100000
22179,1,1,0,1,6,4,10,0,7,3,2,5,0,4,4,4,4,2,3,3,4,4,2,3,2.349206
22180,0,0,0,1,9,23,12,6,7,3,5,2,1,2,7,10,8,7,2,3,2,1,1,1,2.500000
22181,0,0,0,0,9,6,17,1,8,3,1,3,0,1,8,4,14,2,8,4,3,6,1,3,1.733333
22182,1,2,1,1,6,8,3,4,1,3,4,2,2,1,4,4,8,1,5,2,2,3,0,1,1.977778
22183,1,1,0,1,6,4,7,1,3,2,2,4,0,2,7,6,11,5,5,4,1,6,1,4,1.959091
22184,0,0,0,1,5,5,5,2,4,3,4,3,1,3,8,14,8,7,5,3,6,2,4,1,2.786364
22185,1,1,1,1,3,3,2,2,2,2,1,1,1,1,6,6,10,2,6,3,3,6,2,3,2.533333
22186,1,2,0,1,7,4,15,2,5,4,3,9,1,0,9,20,17,8,8,4,14,8,6,3,2.660140
22187,1,2,0,1,6,10,7,5,3,4,8,5,4,2,6,4,12,2,7,3,1,7,1,3,2.768889
22188,1,1,0,1,5,6,5,2,2,3,3,4,0,1,5,10,8,4,4,2,5,5,3,3,2.600000
22189,0,0,0,1,8,7,18,4,9,4,6,10,3,5,7,13,12,7,5,3,7,7,2,3,3.353333
22190,0,0,0,0,6,8,12,3,5,3,5,7,3,3,7,11,4,5,1,3,6,2,4,1,2.751111
22191,1,1,1,1,8,8,10,6,1,4,4,5,3,1,4,7,2,3,2,3,6,0,3,0,2.290476
22192,1,1,0,1,8,6,8,6,2,2,1,0,1,0,7,8,5,6,1,3,4,4,3,0,2.160000
22193,0,0,0,0,5,6,4,2,0,3,2,4,0,0,5,7,5,4,3,4,6,5,3,3,1.766667
22194,1,1,1,1,3,3,2,1,2,2,2,2,1,2,5,4,4,0,3,4,4,3,0,2,1.564444
22201,1,0,2,1,3,10,2,7,0,2,7,1,5,0,12,16,17,11,4,4,5,3,4,1,4.255000
22204,1,1,0,1,4,3,2,3,0,2,1,0,1,0,8,13,4,6,2,4,9,2,6,0,2.133333
22205,0,0,0,1,6,5,10,1,2,2,1,3,0,1,8,7,9,2,2,3,1,2,0,0,0.813636
22206,1,1,0,1,5,5,4,2,2,3,2,2,1,1,6,7,2,4,0,4,7,2,4,0,1.710000
22207,1,2,0,1,8,10,6,4,5,4,7,5,3,4,4,5,3,0,2,2,2,2,0,1,1.700000
22208,1,1,2,1,5,5,5,4,3,2,1,1,1,1,6,10,3,3,1,4,7,3,1,1,1.954286
22209,0,0,0,1,12,17,15,6,6,4,6,6,2,3,13,26,27,13,14,4,9,14,6,7,3.379412
22210,1,0,1,1,7,4,12,1,1,4,2,3,1,0,6,12,10,6,4,4,4,8,1,3,1.690909
22211,0,0,0,1,3,4,1,1,1,3,4,1,1,1,3,3,2,2,0,3,3,2,2,0,1.466667
22212,1,0,1,1,4,4,8,3,3,3,3,5,3,2,6,17,5,4,2,3,9,3,2,1,2.666667
22213,1,0,1,1,5,5,5,3,3,3,4,4,2,3,4,7,8,4,5,3,6,6,3,3,3.464286
22214,1,0,1,1,6,8,7,5,2,3,4,5,2,0,4,6,7,4,4,3,5,3,3,2,2.996825
22215,1,1,1,1,9,10,8,2,2,3,2,3,0,0,12,9,18,4,7,3,1,6,0,1,1.080000
22216,0,0,0,1,10,10,12,3,9,4,4,4,0,3,14,21,17,10,11,4,4,4,1,1,2.209524
22217,1,1,0,1,18,24,17,11,7,7,9,5,2,1,11,9,6,4,4,4,4,1,0,0,1.413333
22218,1,1,0,1,17,24,16,12,6,6,8,7,2,2,10,8,14,5,5,4,3,7,1,4,2.037267
22219,0,0,0,1,6,9,10,6,2,1,1,1,1,1,6,12,15,5,8,1,2,1,0,1,3.428571
22220,0,0,0,1,11,7,10,3,3,4,2,4,1,1,14,16,20,6,12,4,6,2,4,1,1.777778
22221,1,0,1,1,11,12,15,6,6,3,4,5,1,2,7,15,17,5,11,4,10,10,3,6,3.166234
22222,1,2,1,1,9,9,17,4,10,4,5,6,2,2,8,10,11,5,6,3,4,3,2,3,2.710490
22223,0,0,0,1,11,15,16,5,10,5,8,9,3,3,11,19,17,13,8,5,10,8,7,5,3.400000
22224,1,2,0,1,2,3,4,0,2,1,1,1,0,1,4,11,5,1,3,1,2,0,0,0,1.520000
22225,1,1,1,1,8,15,8,6,2,4,9,6,3,2,5,13,11,8,5,3,10,4,6,2,3.966667
22226,0,0,0,1,6,4,6,1,5,3,1,4,0,3,4,11,6,5,4,3,7,5,4,3,3.187302
22227,1,2,0,1,6,4,6,4,2,3,2,2,2,1,7,8,8,6,3,4,6,3,4,1,2.448485
22228,1,0,1,1,10,11,13,5,5,4,3,5,2,0,8,12,9,6,5,4,4,3,2,2,2.152381
22229,1,1,0,1,9,8,9,3,3,3,3,2,2,0,9,15,17,8,10,4,9,9,4,6,2.792308
22230,1,2,0,1,9,12,14,5,4,2,3,3,0,1,9,14,15,5,8,2,5,2,1,2,2.290909
22231,1,1,1,1,5,6,5,3,3,3,5,3,3,2,5,13,3,4,2,2,5,0,1,0,2.485714
22232,1,0,1,1,7,12,13,7,5,4,6,4,3,0,4,11,5,3,1,3,9,5,3,1,2.711688
22233,1,2,1,1,5,6,8,1,3,3,4,6,0,3,8,6,12,3,7,4,6,5,3,3,2.016667
22234,1,1,0,1,7,10,13,4,6,4,6,8,2,3,8,5,12,4,6,3,3,5,2,2,2.545455
22235,1,0,3,1,3,5,5,4,2,3,5,5,4,2,8,12,10,5,4,4,7,4,3,2,3.333333
22236,1,1,0,1,4,6,12,3,4,2,3,8,2,2,3,2,5,2,2,3,2,5,2,2,3.133333
22237,1,1,0,1,10,19,7,6,2,5,12,3,2,1,9,18,10,9,6,4,6,6,4,5,2.676923
22238,1,1,0,1,6,12,9,4,3,3,8,3,2,1,5,3,5,0,3,3,3,3,0,2,1.655556
22239,1,3,0,1,5,3,7,2,4,2,2,3,2,0,8,7,18,5,12,4,3,7,2,4,2.909524
22240,0,0,0,1,11,12,15,6,4,4,4,5,1,1,9,16,7,5,5,3,7,2,2,1,1.926667
22241,1,0,2,1,9,12,9,6,4,4,7,1,4,1,11,13,12,5,4,5,6,7,2,2,2.055769
22242,1,1,1,1,11,17,13,5,6,3,7,1,3,1,13,15,19,5,7,4,6,8,1,4,2.026891
22243,1,0,2,1,2,0,6,0,3,1,0,4,0,2,8,6,8,4,2,3,4,2,2,0,2.133333
22244,0,0,0,1,3,7,3,1,0,2,4,3,1,0,3,2,6,0,1,2,2,3,0,1,0.800000
22245,0,0,0,1,10,13,15,7,8,4,0,7,0,2,5,5,9,2,5,1,2,0,0,0,2.238095
22246,1,0,2,1,7,11,14,5,5,2,4,5,3,3,7,9,13,5,2,4,4,5,4,1,2.977778
22247,0,0,0,1,2,3,0,0,0,0,0,0,0,0,2,3,3,0,2,1,2,3,0,2,1.066667
22248,1,1,0,1,5,12,11,4,4,2,4,3,2,2,5,6,6,4,3,3,5,4,4,1,3.314286
22249,1,1,2,1,1,1,4,0,2,0,0,0,0,0,5,12,6,3,4,3,9,3,2,2,2.950000
22250,1,0,1,1,3,9,4,3,1,1,3,1,1,1,1,1,0,1,0,1,1,0,1,0,2.800000
22255,1,0,1,1,6,6,14,4,5,1,1,1,1,0,4,1,11,0,4,2,1,4,0,0,1.961905
22256,0,0,0,1,3,10,6,7,4,1,7,0,5,0,1,1,4,1,2,1,1,4,1,2,7.200000
22259,1,0,1,1,8,4,8,1,3,3,3,5,1,1,9,7,7,5,5,3,3,2,2,2,1.675758
22260,1,3,0,1,7,14,3,9,0,3,6,1,3,0,10,10,12,5,3,4,4,4,3,1,2.354286
22261,0,0,0,1,5,4,3,0,2,2,1,1,0,1,1,0,3,0,2,1,0,3,0,2,1.942857
22262,1,0,1,1,12,10,14,5,8,3,2,4,2,2,9,7,17,3,10,4,6,6,3,3,2.447179
22263,1,2,1,1,11,13,20,6,9,4,6,11,3,4,9,3,8,0,4,4,1,5,0,1,1.721026
22267,1,1,0,1,5,5,4,4,2,3,3,3,3,2,8,12,15,6,7,3,6,8,3,2,3.086364
22268,1,1,0,1,5,8,11,3,5,2,4,1,2,1,6,8,16,3,4,3,4,8,2,2,2.742857
22269,1,0,2,1,7,8,16,4,10,4,3,8,2,4,6,10,9,4,6,3,5,7,2,5,3.450505
22270,1,0,1,1,5,14,15,7,2,3,10,11,5,2,6,13,11,2,9,4,9,8,1,7,3.840000
22271,1,1,0,1,3,10,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.800000
22273,1,2,0,1,4,5,2,2,0,1,2,0,1,0,1,2,2,1,0,0,0,0,0,0,1.920000
22275,1,1,0,1,3,6,2,3,2,1,0,1,0,1,2,2,3,0,2,0,0,0,0,0,2.300000
22276,0,0,0,1,5,2,3,1,2,2,0,1,0,0,7,3,10,1,3,2,2,3,1,0,0.933333
22277,0,0,0,1,7,2,10,1,5,3,0,6,0,4,2,1,4,0,1,2,1,4,0,1,1.240000
22279,1,0,2,1,2,1,1,1,0,0,0,0,0,0,5,9,11,0,7,1,5,2,0,1,1.666667
22281,0,0,0,1,1,2,1,2,1,0,0,0,0,0,1,5,1,2,1,0,0,0,0,0,6.400000
22282,0,0,0,1,5,7,13,5,8,3,4,9,2,6,8,14,8,7,2,3,3,4,2,0,3.577273
22283,0,0,0,1,7,5,6,0,2,4,2,3,0,2,7,5,7,2,2,4,2,6,1,2,0.909091
22284,1,1,2,1,5,3,7,2,3,3,2,4,2,2,4,4,5,2,0,3,4,4,2,0,1.785714
22285,1,1,1,1,4,9,3,4,2,2,7,1,3,0,3,5,2,5,0,1,1,0,1,0,3.466667
22286,1,2,1,1,20,23,18,11,9,6,10,6,6,3,16,20,26,7,12,7,10,10,3,3,2.197324
22291,1,0,1,1,8,9,8,3,2,0,0,0,0,0,7,12,7,3,4,0,0,0,0,0,1.621429
22292,0,0,0,1,2,4,0,1,0,1,4,0,1,0,4,8,7,3,2,1,2,1,1,0,2.080000
22293,1,0,2,1,4,3,5,1,3,1,0,3,0,2,1,0,3,0,0,0,0,0,0,0,1.040000
22294,1,5,2,1,1,4,1,2,1,1,4,1,2,1,1,3,2,2,1,1,3,2,2,1,6.400000
22295,0,0,0,1,5,4,9,3,3,3,3,5,2,2,6,6,4,4,1,3,5,3,4,1,2.494444
22297,1,3,0,1,1,3,1,2,0,1,3,1,2,0,2,3,2,0,1,0,0,0,0,0,2.800000
22299,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,4,0,2,0,1,4,0,2,0,2.400000
22300,1,1,0,1,1,2,1,0,1,1,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0.800000
22301,0,0,0,1,4,8,5,3,2,3,6,5,2,2,5,7,4,4,2,1,0,0,0,0,2.380952
22302,0,0,0,1,2,0,3,0,1,1,0,3,0,1,1,0,2,0,1,1,0,2,0,1,1.333333
22303,0,0,0,1,4,2,7,2,3,2,1,2,1,0,6,7,4,3,2,1,1,0,1,0,1.914286
22306,1,1,0,1,6,4,13,1,6,3,2,6,1,2,3,3,4,0,3,3,3,4,0,3,1.777778
22307,0,0,0,1,3,4,4,1,2,1,0,0,0,0,3,5,5,3,2,2,2,4,2,1,2.380000
22308,1,0,1,1,6,6,12,3,6,1,2,1,1,0,3,2,2,1,1,1,0,0,0,0,1.871429
22309,1,1,0,1,4,11,3,4,1,2,5,2,2,1,4,10,6,5,3,2,4,3,1,2,3.333333
22311,1,0,1,1,1,3,1,2,1,1,3,1,2,1,1,4,3,3,2,1,4,3,3,2,8.400000
22314,1,2,1,1,2,1,8,0,5,1,0,2,0,1,1,1,10,0,6,0,0,0,0,0,6.400000
22317,1,1,1,1,3,3,7,2,2,2,3,4,2,1,2,6,2,2,0,2,6,2,2,0,2.640000
22318,0,0,0,1,9,7,10,3,5,3,2,3,0,2,10,16,8,7,2,3,5,1,1,1,1.689744
22319,1,2,1,1,13,11,10,2,3,3,2,2,0,0,9,17,15,11,7,3,7,11,3,5,2.500000
22320,1,0,1,1,7,6,7,3,3,2,4,2,2,1,10,12,14,4,8,2,3,3,0,0,1.955556
22321,1,1,0,1,2,2,3,1,1,1,1,2,1,1,5,6,5,3,3,2,2,3,1,2,2.590476
22322,1,1,0,1,5,6,5,2,2,3,0,4,0,2,6,4,4,0,0,2,2,2,0,0,0.700000
22323,1,3,1,1,4,2,1,1,1,3,1,1,0,1,4,5,6,2,3,2,5,2,2,1,1.733333
22324,0,0,0,1,4,6,1,3,1,2,2,0,1,0,5,6,5,2,3,2,4,1,2,1,2.076190
22325,1,1,0,1,2,1,6,0,3,2,1,6,0,3,6,7,6,2,3,3,3,2,1,1,1.955556
22327,1,1,2,1,6,6,3,3,2,5,5,2,3,1,4,4,6,2,3,3,4,5,2,2,2.129870
22328,1,1,0,1,6,6,6,2,5,3,3,2,1,2,7,7,9,4,3,5,5,6,2,2,1.955556
